"PennyPriddy"	F
"PawelAdamowicz"	F
"PaulSarbanes"	D
"PaulMitchell"	R
"PaulKagame"	F
"PaulHodes"	D
"PaulHelmke"	R
"PaulGosar"	R
"PatTiberi"	R
"PatRoberts"	R
"PatrickZielke"	X
"PatrickMurphy"	D
"PatrickMcHenry"	R
"PatrickMcCrory"	R
"PatrickKMiller"	X
"PatMeehan"	R
"ParvathiKrishnan"	F
"PaddyAshdown"	F
"OmarOuldHamaha"	F
"OlympiaSnowe"	R
"OlavTotland"	F
"NikolaiPatrushev"	F
"NicosAnastasiades"	F
"NelsonRockefeller"	R
"NeilKinnock"	F
"NeilAbercrombie"	D
"NawazSharif"	F
"NatanPeled"	F
"NanHayworth"	R
"NancySkinner"	D
"NajibRazak"	F
"NajibMikati"	F
"MuhammadZia-ul-Haq"	F
"MosheKahlon"	F
"MosheDayan"	F
"MorganLewis"	X
"MoncefMarzouki"	F
"MohammedShahid"	F
"MohammadNajibullah"	F
"MohamedHusseinTantawi"	F
"MohamedGhannouchi"	F
"MoCowan"	D
"MimiWalters"	R
"MikheilSaakashvili"	F
"MikeSimpson"	D
"MikeRogers"	R
"MikeQuigley"	D
"MikeGravel"	D
"MikeGallagher"	R
"MikeConaway"	R
"MikeCoffman"	R
"MickeyEdwards"	R
"MickCornett"	R
"MichaelTenenbaum"	X
"MichaelTaber"	X
"MichaelMcCaul"	R
"MichaelIRothfeld"	X
"MichaelGerson"	R
"MichaelFallon"	F
"MichaelECapuano"	D
"MichaelCone"	X
"MichaelCallis"	X
"MichaelBouchard"	X
"MengJianzhu"	F
"MengistuHaileMariam"	F
"MelissaBrown"	X
"MaxineWaters"	D
"MaxCleland"	D
"Maurice"	X
"MattMead"	R
"MatthewCharlton"	F
"MatteoRenzi"	F
"MassoudBarzani"	F
"MaryLandrieu"	D
"MaryFallin"	R
"MaryBethCahill"	D
"MartinSchulz"	F
"MartinHeinrich"	D
"MartineBillard"	F
"MarthaRoby"	R
"MarthaMcSally"	R
"MarshaFolsom"	X
"MarlinStutzman"	R
"MarleineBastien"	X
"MarkWilliams"	X
"MarkWeiman"	X
"MarkWalker"	R
"MarkShepard"	X
"MarkRutte"	F
"MarkParkinson"	R
"MarkKirk"	R
"MarkDesaulnier"	D
"MarionBerry"	D
"MarioDiaz-Balart"	R
"MarianoRajoy"	F
"MariaCino"	R
"MariaCantwell"	D
"MargaretChaseSmith"	R
"MarcMorial"	X
"MannyPacquiao"	F
"MallikaPrasad"	F
"MahathirBinMohamad"	F
"MacThornberry"	R
"LynnJenkins"	R
"LutherStrange"	R
"LuisFortuno"	F
"LuisEFernandez"	X
"LuciusQuintusCincinnatusLamar"	X
"LouisBarletta"	R
"LorettaSanchez"	D
"LincolnDiaz-Balart"	R
"LincolnDavis"	D
"LeoRyan"	D
"Lenin"	F
"LeeMyung-Bak"	F
"LeeFisher"	D
"LaurentNkunda"	F
"LauraKelly"	D
"LarryKThompson"	R
"LarryHogan"	R
"KimReynolds"	R
"KevinYoder"	R
"KennethFMcCallion"	D
"KelliWard"	R
"KayBaileyHutchison"	R
"KatieHall"	D
"KatherineClark"	D
"KarimKhalili"	F
"KarenBass"	D
"JuliaCarson"	X
"JoshGottheimer"	D
"JosephPTeasdale"	X
"JosephMRyan"	X
"JosephHewes"	X
"JosephHeckJr"	R
"JosephCrowley"	D
"JosephArchambault"	F
"JoseManuelBarroso"	F
"JonTester"	D
"JonKyl"	R
"JoleneIvey"	D
"JohnYarmuth"	D
"JohnWGoff"	F
"JohnTower"	R
"JohnTanner"	D
"JohnReid"	F
"JohnQuincyAdams"	O
"JohnPHiler"	X
"JohnParkeCustis"	X
"JohnnyIsakson"	R
"JohnMMurphy"	X
"JohnMcHugh"	R
"JohnManley"	F
"JohnLawrence"	D
"JohnKufuor"	F
"JohnKline"	R
"JohnKJackMcDonald"	X
"JohnKennedy"	D
"JohnJGilligan"	D
"JohnHuppenthal"	R
"JohnGBryden"	F
"JohnFLehman"	D
"JohnEnsign"	R
"JohnEmerick"	X
"JohnDeasy"	F
"JohnDanforth"	R
"JohnCStennis"	D
"JohnChaffee"	X
"JohnBarrasso"	R
"JohnAHartle"	X
"JoeTorsella"	X
"JoeSestak"	D
"JoeHoeffel"	X
"JoeGarcia"	D
"JoeDonnelly"	D
"JoeCourtney"	D
"JoeBarton"	R
"JoeBaca"	D
"JoachimGauck"	F
"JimTalent"	R
"JimSullivan"	X
"JimSensenbrenner"	D
"JimmyMorales"	F
"JimMatheson"	D
"JimGerlach"	R
"JimBobDuggar"	R
"JibrilRajoub"	F
"JesseUnruh"	X
"JerroldNadler"	D
"JeffreySpoonamore"	X
"JeffreySCooper"	X
"JeffreyJSmith"	X
"JeffreyDuncan"	R
"JeffGoggins"	X
"JebHensarling"	R
"JebBradley"	R
"JeanneShaheen"	D
"Jean-MarieLePen"	F
"JayInslee"	D
"JayClayton"	X
"JavierSolana"	F
"JanFranssen"	F
"JamieRaskin"	D
"JamesOKeefe"	R
"JamesMoore"	F
"JamesMHall"	X
"JamesMcGovern"	D
"JamesMcDermott"	X
"JamesLovell"	X
"JamesHWebb"	D
"JamesHScheuer"	X
"JamesGuthrie"	X
"JamesGreenwood"	X
"JamesGarfield"	R
"JamesFoster"	X
"JamesASheets"	X
"JalalTalabani"	F
"JaimeHerrera"	R
"Jacques-EdouardAlexis"	F
"JacquesChirac"	F
"JacobJohnson"	X
"JackyRosen"	D
"JackWilson"	X
"JackMarshall"	F
"JackKemp"	R
"JackDonaghy"	X
"JacindaArdern"	F
"IsaacHayes"	X
"HunSen"	F
"HowardWallacePollock"	X
"HilaryBenn"	F
"HenryClay"	D
"HenryCisneros"	D
"HenriqueCaprilesRadonski"	F
"HeathShuler"	D
"HeatherWilson"	R
"HassanSheikhMohamud"	F
"HarrisWofford"	D
"HaroldWashington"	D
"HankJohnson"	D
"HajiAyubAfridi"	F
"HaimYehuda"	F
"HaimRamon"	F
"HaileMariamDesalegne"	F
"GustavoDiazOrdaz"	F
"GregoryMeeks"	D
"GregDority"	X
"GregAbbott"	R
"GordonGray"	X
"GKButterfield"	D
"GiuliettoChiesa"	F
"GinaHaspel"	X
"EricGarcetti"	D
"GeraldineFerraro"	D
"GeorgVonHertling"	F
"GeorgePhillies"	X
"GeorgePataki"	R
"GeorgePapandreou"	F
"GeorgeMcGovern"	D
"GeorgeAllen"	X
"GeorgeAlexander"	F
"GeoffreyRippon"	X
"GaryPeters"	D
"GaryLocke"	D
"GaryCohn"	X
"GarreyCarruthers"	X
"GamalAbdel-Nasser"	F
"FredUpton"	R
"FredrickHaase"	X
"FrankLoBiondo"	R
"FrankKratovilJr"	D
"FrankBrady"	X
"FrankAntenori"	R
"FranciscoFranco"	F
"FelixTshisekedi"	F
"FatimaAbdelMahmoud"	F
"FannieLouHamer"	X
"EvaristBartolo"	F
"EvanMecham"	R
"EvanBayh"	D
"EtienneTshisekedi"	F
"ErnstAchenbach"	F
"ErnaSolberg"	F
"ErikSolheim"	F
"EricHall"	X
"EricDFingerhut"	X
"EricBesson"	F
"EmmanuelMacron"	F
"EmanuelCleaver"	D
"ElizabethEsty"	D
"EliseMStefanik"	R
"EliotEngel"	D
"EileenFleming"	X
"EigilOlafLiane"	F
"EfrainRiosMontt"	F
"EdwinMStanton"	X
"EdwardFFeighan"	D
"EdolphusTowns"	D
"EdMiliband"	F
"EdMartin"	R
"EdGillespie"	R
"DuncanHunter"	R
"DouglasSmith"	X
"DorisOMatsui"	D
"DonYoung"	R
"DonBacon"	R
"DominiqueStrauss-Kahn"	F
"DocHastings"	R
"DmitryYazov"	F
"DiegoRivera"	F
"DickThornburgh"	R
"DianneByrum"	D
"DianeBlack"	R
"DennisRehberg"	X
"DennisHastert"	R
"DeborahCoddington"	F
"DebbieDingell"	D
"DeanHeller"	R
"DavidWilkins"	R
"DavidTaylor"	F
"DavidSchweikert"	R
"DavidRouzer"	R
"DavidPrice"	D
"DavidPerdue"	R
"DavidOwen"	F
"DavidMalpass"	R
"DavidLewis"	F
"DavidLBoren"	D
"DavidHorn"	X
"DaveHunt"	D
"DanRostenkowski"	D
"DanQuayle"	R
"DannyDanon"	F
"DanMalloy"	D
"DanLungren"	R
"DanielDromm"	D
"DanielArapMoi"	F
"DanGlickman"	D
"DanBurton"	X
"DanBoren"	D
"DaleKildee"	D
"CraigBenson"	X
"ConnieMackIV"	R
"CliffStearns"	R
"ClaibornePell"	D
"ChuckDonovan"	X
"ChuckDevore"	R
"ChristopherCox"	R
"ChristopherBalding"	X
"ChrisGibson"	R
"ChipPeterson"	X
"ChiaraMoroni"	F
"ChiangKai-Shek"	F
"ChenJieru"	F
"CharlieBaker"	R
"CharlesTaylorManatt"	X
"CharlesTaylor"	F
"CatherinePugh"	D
"CatherineCortezMasto"	D
"CassiusMarcellusClay"	D
"CarolynMaloney"	D
"CarolMiller"	R
"CarlosMenem"	F
"CarlEHarris"	X
"BuddyCianci"	R
"BruceRobertAltschuler"	X
"BruceEBaker"	X
"BrianSandoval"	R
"BrianMast"	R
"BrianKrolicki"	R
"BRAmbedkar"	F
"BradZaun"	R
"BradSherman"	D
"BradleyByrne"	R
"BradHenry"	X
"BradDuguid"	F
"BoudewijnBouckaert"	F
"BorisJohnson"	F
"BobWilson"	X
"BobSchneider"	X
"BobSchaffer"	X
"BobRyan"	X
"BobMarshall"	R
"BobKerrey"	D
"BobDornan"	X
"BobCarr"	F
"BobbyRush"	D
"BillyRayWilson"	X
"BillWalker"	X
"BillShuster"	R
"BillSchuette"	X
"BillJohnson"	X
"BillJanklow"	R
"BillHudak"	X
"BillHaslam"	R
"BillGraves"	R
"BillFrist"	R
"BillBradley"	D
"BilawalBhuttoZardari"	F
"BevPerdue"	D
"BettyMcCollum"	D
"BernardKouchner"	F
"BernardCazeneuve"	F
"BernadetteDevlin"	F
"Ben-ZionKeshet"	F
"BennieThompson"	D
"BenjaminDisraeli"	F
"BenChandler"	D
"BarryAllen"	X
"AzraJafari"	F
"AvigdorLieberman"	F
"AshfaqParvezKayani"	F
"AsaHutchinson"	R
"ArturDavis"	D
"ArseniyYatsenyuk"	F
"AnwarSadat"	F
"AnwarIbrahim"	F
"AntonisSamaras"	F
"AntonioGuterres"	F
"AnthonyFoxx"	D
"AnnWagner"	R
"AnnaEshoo"	D
"AndyHarris"	R
"AndyBerke"	D
"AndrewJohnson"	R
"AndreasPapandreou"	F
"AmirMohebbian"	F
"AmiAyalon"	F
"AlUllman"	X
"AlMcCandless"	X
"AllysonSchwartz"	D
"AllenIOlson"	X
"AllanLeeWoodrow"	F
"AliLarijani"	F
"AlexSink"	D
"AlexanderPechtold"	F
"AlbertTurner"	D
"AlbertRHall"	X
"AlanMollohan"	D
"AlanGrayson"	D
"AlainJuppe"	F
"AkbarHashemiRafsanjani"	F
"AhmadHamzah"	F
"Ahab"	F
"AdlaiStevensonIII"	D
"AdamSmith"	D
"AdamPutnam"	R
"AdaMFisher"	X
"AbuQatada"	F
"AbuBakrAlBaghdadi"	F
"AbdulMalikAlHouthi"	F
"AbdRabbuhMansurAl-Hadi"	F
"AbdoulayeBathily"	F
"AbdelmalekSellal"	F
"AaronPeskin"	D
"AaronBurr"	O
