"","Close","Volume","Today","Lag1","Lag2","AVolume","TodayV","Lag1V","Lag2V","AClose","Lag1BullC","Lag1BullV","Direction"
"2000-01-03",9.78125,1029600,-0.0159744408945687,0,-0.0188679245283019,556986.666666667,0.870629370629371,-0.924924924924925,-2.27145085803432,9.07734333333334,0.906510833333332,-426493.333333333,"Down"
"2000-01-04",9.453125,805600,-0.0347107438016529,-0.0159744408945687,0,574386.666666667,-0.278053624627607,0.870629370629371,-0.924924924924925,9.12161416666667,0.703906666666665,472613.333333333,"Down"
"2000-01-05",9.328125,809600,-0.0134003350083752,-0.0347107438016529,-0.0159744408945687,585280,0.00494071146245059,-0.278053624627607,0.870629370629371,9.153385,0.331510833333333,231213.333333333,"Down"
"2000-01-06",9.375,1070800,0.005,-0.0134003350083752,-0.0347107438016529,609680,0.243929772132985,0.00494071146245059,-0.278053624627607,9.17630166666667,0.174739999999998,224320,"Up"
"2000-01-07",9.5,554800,0.0131578947368421,0.005,-0.0134003350083752,609640,-0.930064888248017,0.243929772132985,0.00494071146245059,9.20234333333334,0.198698333333333,461120,"Up"
"2000-01-10",9.921875,300800,0.0425196850393701,0.0131578947368421,0.005,614973.333333333,-0.844414893617021,-0.930064888248017,0.243929772132985,9.2455725,0.297656666666665,-54840,"Up"
"2000-01-11",9.765625,247600,-0.016,0.0425196850393701,0.0131578947368421,618826.666666667,-0.21486268174475,-0.844414893617021,-0.930064888248017,9.28671833333333,0.676302499999998,-314173.333333333,"Down"
"2000-01-12",9.84375,482800,0.00793650793650794,-0.016,0.0425196850393701,622093.333333333,0.487158243579122,-0.21486268174475,-0.844414893617021,9.32421833333333,0.478906666666665,-371226.666666667,"Up"
"2000-01-13",9.9375,122800,0.00943396226415094,0.00793650793650794,-0.016,610360,-2.93159609120521,0.487158243579122,-0.21486268174475,9.359635,0.519531666666666,-139293.333333333,"Up"
"2000-01-14",10,304000,0.00625,0.00943396226415094,0.00793650793650794,607293.333333333,0.596052631578947,-2.93159609120521,0.487158243579122,9.40026,0.577864999999999,-487560,"Up"
"2000-01-18",9.921875,208000,-0.0078740157480315,0.00625,0.00943396226415094,587906.666666667,-0.461538461538462,0.596052631578947,-2.93159609120521,9.43411416666667,0.599739999999999,-303293.333333333,"Down"
"2000-01-19",10.21875,353200,0.0290519877675841,-0.0078740157480315,0.00625,591973.333333333,0.411098527746319,-0.461538461538462,0.596052631578947,9.48203083333333,0.487760833333333,-379906.666666667,"Up"
"2000-01-20",10.109375,262400,-0.0108191653786708,0.0290519877675841,-0.0078740157480315,595546.666666667,-0.346036585365854,0.411098527746319,-0.461538461538462,9.52630166666667,0.736719166666665,-238773.333333333,"Down"
"2000-01-21",9.828125,538000,-0.0286168521462639,-0.0108191653786708,0.0290519877675841,602880,0.512267657992565,-0.346036585365854,0.411098527746319,9.56171833333334,0.583073333333333,-333146.666666667,"Down"
"2000-01-24",10.296875,606000,0.0455235204855842,-0.0286168521462639,-0.0108191653786708,614906.666666667,0.112211221122112,0.512267657992565,-0.346036585365854,9.61692666666667,0.266406666666665,-64880,"Up"
"2000-01-25",10.125,1126800,-0.0169753086419753,0.0455235204855842,-0.0286168521462639,635693.333333333,0.462193823216187,0.112211221122112,0.512267657992565,9.67578083333333,0.679948333333332,-8906.66666666663,"Down"
"2000-01-26",10.1875,794800,0.00613496932515337,-0.0169753086419753,0.0455235204855842,650280,-0.417715148465023,0.462193823216187,0.112211221122112,9.73203083333333,0.449219166666666,491106.666666667,"Up"
"2000-01-27",9.984375,111600,-0.0203442879499218,0.00613496932515337,-0.0169753086419753,651213.333333333,-6.12186379928315,-0.417715148465023,0.462193823216187,9.77526,0.455469166666665,144520,"Down"
"2000-01-28",10.375,488400,0.0376506024096386,-0.0203442879499218,0.00613496932515337,658506.666666667,0.771498771498772,-6.12186379928315,-0.417715148465023,9.828385,0.209114999999999,-539613.333333333,"Up"
"2000-01-31",10.171875,376000,-0.0199692780337942,0.0376506024096386,-0.0203442879499218,653960,-0.298936170212766,0.771498771498772,-6.12186379928315,9.87161416666667,0.546614999999999,-170106.666666667,"Down"
"2000-02-01",10.3125,411200,0.0136363636363636,-0.0199692780337942,0.0376506024096386,616880,0.0856031128404669,-0.298936170212766,0.771498771498772,9.91380166666667,0.300260833333333,-277960,"Up"
"2000-02-02",10.640625,793600,0.0308370044052863,0.0136363636363636,-0.0199692780337942,604826.666666667,0.481854838709677,0.0856031128404669,-0.298936170212766,9.94973916666667,0.398698333333332,-205680,"Up"
"2000-02-03",10.625,184000,-0.00147058823529412,0.0308370044052863,0.0136363636363636,557880,-3.31304347826087,0.481854838709677,0.0856031128404669,9.97890583333333,0.690885833333333,188773.333333333,"Down"
"2000-02-04",10.703125,290400,0.0072992700729927,-0.00147058823529412,0.0308370044052863,541880,0.366391184573003,-3.31304347826087,0.481854838709677,10.0192708333333,0.646094166666666,-373880,"Up"
"2000-02-07",10.875,422400,0.0158045977011494,0.0072992700729927,-0.00147058823529412,538680,0.3125,0.366391184573003,-3.31304347826087,10.0598958333333,0.683854166666666,-251480,"Up"
"2000-02-08",11.046875,686000,0.0155586987270156,0.0158045977011494,0.0072992700729927,505546.666666667,0.384256559766764,0.3125,0.366391184573003,10.0947916666667,0.815104166666666,-116280,"Up"
"2000-02-09",11.96875,1471200,0.077023498694517,0.0155586987270156,0.0158045977011494,536026.666666667,0.533713974986406,0.384256559766764,0.3125,10.1432291666667,0.952083333333333,180453.333333333,"Up"
"2000-02-10",11.796875,696000,-0.0145695364238411,0.077023498694517,0.0155586987270156,531266.666666667,-1.11379310344828,0.533713974986406,0.384256559766764,10.1989583333333,1.82552083333333,935173.333333333,"Down"
"2000-02-11",10.890625,972800,-0.0832137733142037,-0.0145695364238411,0.077023498694517,555146.666666667,0.284539473684211,-1.11379310344828,0.533713974986406,10.2307291666667,1.59791666666667,164733.333333333,"Down"
"2000-02-14",10.8125,484400,-0.00722543352601156,-0.0832137733142037,-0.0145695364238411,566853.333333333,-1.00825763831544,0.284539473684211,-1.11379310344828,10.2598958333333,0.659895833333334,417653.333333333,"Down"
"2000-02-15",10.4375,718000,-0.0359281437125748,-0.00722543352601156,-0.0832137733142037,556466.666666667,0.325348189415042,-1.00825763831544,0.284539473684211,10.2817708333333,0.552604166666667,-82453.3333333334,"Down"
"2000-02-16",10.65625,266800,0.0205278592375367,-0.0359281437125748,-0.00722543352601156,538506.666666667,-1.69115442278861,0.325348189415042,-1.00825763831544,10.321875,0.155729166666667,161533.333333333,"Up"
"2000-02-17",10.53125,282400,-0.0118694362017804,0.0205278592375367,-0.0359281437125748,520933.333333333,0.0552407932011331,-1.69115442278861,0.325348189415042,10.3619791666667,0.334375,-271706.666666667,"Down"
"2000-02-18",10.1875,224000,-0.0337423312883436,-0.0118694362017804,0.0205278592375367,492706.666666667,-0.260714285714286,0.0552407932011331,-1.69115442278861,10.3890625,0.169270833333334,-238533.333333333,"Down"
"2000-02-22",10.375,488800,0.0180722891566265,-0.0337423312883436,-0.0118694362017804,490506.666666667,0.541734860883797,-0.260714285714286,0.0552407932011331,10.4182291666667,-0.2015625,-268706.666666667,"Up"
"2000-02-23",11.171875,2728000,0.0713286713286713,0.0180722891566265,-0.0337423312883436,571413.333333333,0.820821114369501,0.541734860883797,-0.260714285714286,10.4598958333333,-0.0432291666666664,-1706.66666666669,"Up"
"2000-02-24",11.3125,1463200,0.0124309392265193,0.0713286713286713,0.0180722891566265,611933.333333333,-0.864406779661017,0.820821114369501,0.541734860883797,10.5114583333333,0.711979166666667,2156586.66666667,"Up"
"2000-02-25",11.47655,938400,0.0142943654669739,0.0124309392265193,0.0713286713286713,627120,-0.55924978687127,-0.864406779661017,0.820821114369501,10.565885,0.801041666666666,851266.666666667,"Up"
"2000-02-28",12.375,1347600,0.0726020202020202,0.0142943654669739,0.0124309392265193,667946.666666667,0.303650934995548,-0.55924978687127,-0.864406779661017,10.647135,0.910664999999998,311280,"Up"
"2000-02-29",12.75,11688800,0.0294117647058824,0.0726020202020202,0.0142943654669739,1047440,0.884710149887071,0.303650934995548,-0.55924978687127,10.7388016666667,1.727865,679653.333333333,"Up"
"2000-03-01",12.5625,3234000,-0.0149253731343284,0.0294117647058824,0.0726020202020202,1148306.66666667,-2.6143475572047,0.884710149887071,0.303650934995548,10.8268225,2.01119833333333,10641360,"Down"
"2000-03-02",12.41405,2401600,-0.0119582247534044,-0.0149253731343284,0.0294117647058824,1216586.66666667,-0.346602265156562,-2.6143475572047,0.884710149887071,10.8999991666667,1.7356775,2085693.33333333,"Down"
"2000-03-03",12.40625,1906000,-0.000628715365239261,-0.0119582247534044,-0.0149253731343284,1271373.33333333,-0.260020986358867,-0.346602265156562,-2.6143475572047,10.9765616666667,1.51405083333333,1185013.33333333,"Down"
"2000-03-06",12.390625,714800,-0.00126103404791929,-0.000628715365239261,-0.0119582247534044,1277266.66666667,-1.6664801343033,-0.260020986358867,-0.346602265156562,11.0619783333333,1.42968833333333,634626.666666667,"Down"
"2000-03-07",12.734375,859200,0.0269938650306748,-0.00126103404791929,-0.000628715365239261,1285706.66666667,0.168063314711359,-1.6664801343033,-0.260020986358867,11.1432283333333,1.32864666666667,-562466.666666667,"Up"
"2000-03-08",12.71875,812000,-0.00122850122850123,0.0269938650306748,-0.00126103404791929,1275213.33333333,-0.058128078817734,0.168063314711359,-1.6664801343033,11.2296866666667,1.59114666666667,-426506.666666667,"Down"
"2000-03-09",12.59375,338400,-0.00992555831265509,-0.00122850122850123,0.0269938650306748,1260000,-1.39952718676123,-0.058128078817734,0.168063314711359,11.309895,1.48906333333333,-463213.333333333,"Down"
"2000-03-10",12.359375,488000,-0.0189633375474083,-0.00992555831265509,-0.00122850122850123,1272546.66666667,0.30655737704918,-1.39952718676123,-0.058128078817734,11.3890616666667,1.283855,-921600,"Down"
"2000-03-13",12.15625,560400,-0.0167095115681234,-0.0189633375474083,-0.00992555831265509,1274946.66666667,0.129193433261956,0.30655737704918,-1.39952718676123,11.4484366666667,0.970313333333333,-784546.666666667,"Down"
"2000-03-14",11.515625,1622000,-0.0556309362279511,-0.0167095115681234,-0.0189633375474083,1316480,0.654500616522811,0.129193433261956,0.30655737704918,11.4932283333333,0.707813333333332,-714546.666666667,"Down"
"2000-03-15",11.359375,2358400,-0.0137551581843191,-0.0556309362279511,-0.0167095115681234,1381386.66666667,0.312245590230665,0.654500616522811,0.129193433261956,11.5281241666667,0.0223966666666673,305520,"Down"
"2000-03-16",11.015625,1012400,-0.0312056737588652,-0.0137551581843191,-0.0556309362279511,1388680,-1.32951402607665,0.312245590230665,0.654500616522811,11.5406241666667,-0.168749166666666,977013.333333333,"Down"
"2000-03-17",10.421875,960400,-0.0569715142428786,-0.0312056737588652,-0.0137551581843191,1414560,-0.0541441066222407,-1.32951402607665,0.312245590230665,11.5338533333333,-0.524999166666667,-376280,"Down"
"2000-03-20",10.03125,976400,-0.0389408099688473,-0.0569715142428786,-0.0312056737588652,1437426.66666667,0.0163867267513314,-0.0541441066222407,-1.32951402607665,11.5114575,-1.11197833333333,-454160,"Down"
"2000-03-21",10.265625,604800,0.0228310502283105,-0.0389408099688473,-0.0569715142428786,1443506.66666667,-0.614417989417989,0.0163867267513314,-0.0541441066222407,11.491145,-1.4802075,-461026.666666667,"Up"
"2000-03-22",10.515625,574800,0.0237741456166419,0.0228310502283105,-0.0389408099688473,1439800,-0.0521920668058455,-0.614417989417989,0.0163867267513314,11.4734366666667,-1.22552,-838706.666666667,"Up"
"2000-03-23",10.515625,1060000,0,0.0237741456166419,0.0228310502283105,1426093.33333333,0.457735849056604,-0.0521920668058455,-0.614417989417989,11.4249991666667,-0.957811666666666,-865000,"Down"
"2000-03-24",10.5,573600,-0.00148809523809524,0,0.0237741456166419,1422013.33333333,-0.847977684797768,0.457735849056604,-0.0521920668058455,11.38177,-0.909374166666668,-366093.333333333,"Down"
"2000-03-27",10.46875,228000,-0.00298507462686567,-0.00148809523809524,0,1397186.66666667,-1.51578947368421,-0.847977684797768,0.457735849056604,11.3677075,-0.881769999999999,-848413.333333333,"Down"
"2000-03-28",10.46875,491600,0,-0.00298507462686567,-0.00148809523809524,1397426.66666667,0.536208299430431,-1.51578947368421,-0.847977684797768,11.3562491666667,-0.8989575,-1169186.66666667,"Down"
"2000-03-29",10.125,425600,-0.0339506172839506,0,-0.00298507462686567,1387680,-0.155075187969925,0.536208299430431,-1.51578947368421,11.3458325,-0.887499166666666,-905826.666666667,"Down"
"2000-03-30",9.890625,551200,-0.023696682464455,-0.0339506172839506,0,1397160,0.227866473149492,-0.155075187969925,0.536208299430431,11.3203116666667,-1.2208325,-962080,"Down"
"2000-03-31",9.3125,2133200,-0.0620805369127517,-0.023696682464455,-0.0339506172839506,1458853.33333333,0.74160885055316,0.227866473149492,-0.155075187969925,11.2796866666667,-1.42968666666667,-845960,"Down"
"2000-04-03",8.75,711600,-0.0642857142857143,-0.0620805369127517,-0.023696682464455,1475106.66666667,-1.99775154581225,0.74160885055316,0.227866473149492,11.23177,-1.96718666666667,674346.666666667,"Down"
"2000-04-04",10.09375,3248000,0.13312693498452,-0.0642857142857143,-0.0620805369127517,1567080,0.780911330049261,-1.99775154581225,0.74160885055316,11.222395,-2.48177,-763506.666666667,"Up"
"2000-04-05",9.84375,2910400,-0.0253968253968254,0.13312693498452,-0.0642857142857143,1573160,-0.115997800989555,0.780911330049261,-1.99775154581225,11.1781241666667,-1.128645,1680920,"Down"
"2000-04-06",10.09375,540000,0.0247678018575851,-0.0253968253968254,0.13312693498452,1542386.66666667,-4.38962962962963,-0.115997800989555,0.780911330049261,11.1374991666667,-1.33437416666667,1337240,"Up"
"2000-04-07",10.859375,763200,0.0705035971223022,0.0247678018575851,-0.0253968253968254,1536546.66666667,0.292452830188679,-4.38962962962963,-0.115997800989555,11.1169266666667,-1.04374916666667,-1002386.66666667,"Up"
"2000-04-10",10.421875,771600,-0.0419790104947526,0.0705035971223022,0.0247678018575851,1517346.66666667,0.0108864696734059,0.292452830188679,-4.38962962962963,11.0518225,-0.257551666666668,-773346.666666667,"Down"
"2000-04-11",10.53125,438400,0.0103857566765579,-0.0419790104947526,0.0705035971223022,1142333.33333333,-0.760036496350365,0.0108864696734059,0.292452830188679,10.9778641666667,-0.629947500000002,-745746.666666667,"Up"
"2000-04-12",11.5,639600,0.0842391304347826,0.0103857566765579,-0.0419790104947526,1055853.33333333,0.314571607254534,-0.760036496350365,0.0108864696734059,10.9424475,-0.446614166666668,-703933.333333333,"Up"
"2000-04-13",11.015625,713200,-0.0439716312056738,0.0842391304347826,0.0103857566765579,999573.333333333,0.103196859226024,0.314571607254534,-0.760036496350365,10.8958333333333,0.557552499999998,-416253.333333333,"Down"
"2000-04-14",10.3125,308400,-0.0681818181818182,-0.0439716312056738,0.0842391304347826,946320,-1.31258106355383,0.103196859226024,0.314571607254534,10.8260416666667,0.119791666666666,-286373.333333333,"Down"
"2000-04-17",10.328125,1004000,0.00151285930408472,-0.0681818181818182,-0.0439716312056738,955960,0.692828685258964,-1.31258106355383,0.103196859226024,10.7572916666667,-0.513541666666667,-637920,"Up"
"2000-04-18",11.25,1580400,0.0819444444444444,0.00151285930408472,-0.0681818181818182,980000,0.364717792963807,0.692828685258964,-1.31258106355383,10.7078125,-0.429166666666667,48040,"Up"
"2000-04-19",11.72655,599200,0.0406385509804674,0.0819444444444444,0.00151285930408472,972906.666666667,-1.63751668891856,0.364717792963807,0.692828685258964,10.6747391666667,0.542187500000001,600400,"Up"
