"Date","Close","Volume","Today","Lag1","Lag2","AVolume","TodayV","Lag1V","Lag2V","AClose","Lag1BullC","Lag1BullV","Direction"
"2000-01-03",25.666666,19442800,0.129870081295327,0.0199005217940144,0.0406091419258419,9733950,0.782222725121896,-0.257073355061169,-0.107126082627238,22.8722222666667,-0.420369766666667,-5005906.66666667,"Up"
"2000-01-04",25.5,11525500,-0.00653592156862742,0.129870081295327,0.0199005217940144,9977730,-0.686937659971368,0.782222725121896,-0.257073355061169,22.9777778,2.79444373333333,9708850,"Down"
"2000-01-05",25.333334,11111500,-0.00657892087950205,-0.00653592156862742,0.129870081295327,10213460,-0.0372586959456419,-0.686937659971368,0.782222725121896,23.0592593,2.5222222,1547770,"Down"
"2000-01-06",25.111111,5968000,-0.00884958853473268,-0.00657892087950205,-0.00653592156862742,10095723.3333333,-0.861846514745308,-0.0372586959456419,-0.686937659971368,23.0962963333333,2.2740747,898040,"Down"
"2000-01-07",25.888889,5736600,0.0300429269096869,-0.00884958853473268,-0.00657892087950205,10113120,-0.0403374821322735,-0.861846514745308,-0.0372586959456419,23.1361111333333,2.01481466666667,-4127723.33333333,"Up"
"2000-01-10",25.611111,3794400,-0.0108459957086593,0.0300429269096869,-0.00884958853473268,10117110,-0.511859582542694,-0.0403374821322735,-0.861846514745308,23.1324074666667,2.75277786666667,-4376520,"Down"
"2000-01-11",24.833334,5259700,-0.0313198783538288,-0.0108459957086593,0.0300429269096869,9849153.33333333,0.278590033652109,-0.511859582542694,-0.0403374821322735,22.9731482333333,2.47870353333333,-6322710,"Down"
"2000-01-12",24.194445,4086600,-0.026406433377579,-0.0313198783538288,-0.0108459957086593,9754510,-0.287060147800127,0.278590033652109,-0.511859582542694,22.8537037666667,1.86018576666667,-4589453.33333333,"Down"
"2000-01-13",23.555555,2747400,-0.0271226893189315,-0.026406433377579,-0.0313198783538288,9654040,-0.487442673072723,-0.287060147800127,0.278590033652109,22.6537037666667,1.34074123333333,-5667910,"Down"
"2000-01-14",24.361111,4419400,0.0330672931952899,-0.0271226893189315,-0.026406433377579,9369470,0.378331900257954,-0.487442673072723,-0.287060147800127,22.5472223,0.901851233333328,-6906640,"Up"
"2000-01-18",24.25,2450200,-0.00458189690721654,0.0330672931952899,-0.0271226893189315,9084230,-0.803689494735124,0.378331900257954,-0.487442673072723,22.5185186,1.8138887,-4950070,"Down"
"2000-01-19",25.222221,5818200,0.0385462089163362,-0.00458189690721654,0.0330672931952899,8534890,0.578873191021278,-0.803689494735124,0.378331900257954,22.5740741333333,1.7314814,-6634030,"Up"
"2000-01-20",24.388889,4651600,-0.0341685100949044,0.0385462089163362,-0.00458189690721654,8403963.33333333,-0.250795425230028,0.578873191021278,-0.803689494735124,22.6342593,2.64814686666667,-2716690,"Down"
"2000-01-21",24.0208,5484300,-0.015323761073736,-0.0341685100949044,0.0385462089163362,8060873.33333333,0.151833415385737,-0.250795425230028,0.578873191021278,22.7293971,1.7546297,-3752363.33333333,"Down"
"2000-01-24",22.944445,3110500,-0.0469113547963352,-0.015323761073736,-0.0341685100949044,7615166.66666667,-0.763157048705996,0.151833415385737,-0.250795425230028,22.8460637666667,1.2914029,-2576573.33333333,"Down"
"2000-01-25",23.777779,3492600,0.035046755207877,-0.0469113547963352,-0.015323761073736,7210423.33333333,0.109402737215828,-0.763157048705996,0.151833415385737,22.9256934333333,0.0983812333333347,-4504666.66666667,"Up"
"2000-01-26",23.027779,2528500,-0.0325693589468615,0.035046755207877,-0.0469113547963352,6899773.33333333,-0.381293256871663,0.109402737215828,-0.763157048705996,22.9293972,0.852085566666666,-3717823.33333333,"Down"
"2000-01-27",22.722221,2168700,-0.0134475410656378,-0.0325693589468615,0.035046755207877,6159110,-0.165905842209619,-0.381293256871663,0.109402737215828,22.9608786,0.0983817999999985,-4371273.33333333,"Down"
"2000-01-28",22.222221,3386400,-0.0225000012375001,-0.0134475410656378,-0.0325693589468615,6002650,0.35958540042523,-0.165905842209619,-0.381293256871663,23.0016193,-0.2386576,-3990410,"Down"
"2000-01-31",21.222221,3929500,-0.0471204215619091,-0.0225000012375001,-0.0134475410656378,5702953.33333333,0.13821096831658,0.35958540042523,-0.165905842209619,22.9618044666667,-0.7793983,-2616250,"Down"
"2000-02-01",22.083334,6058800,0.0389937950492439,-0.0471204215619091,-0.0225000012375001,5578830,0.351439228890209,0.13821096831658,0.35958540042523,22.9979156,-1.73958346666667,-1773453.33333333,"Up"
"2000-02-02",22.111111,3402600,0.00125624623746859,0.0389937950492439,-0.0471204215619091,5473686.66666667,-0.780638335390584,0.351439228890209,0.13821096831658,23.0599526333333,-0.914581600000002,479970,"Up"
"2000-02-03",23.138889,5198800,0.0444177764973935,0.00125624623746859,0.0389937950492439,5414556.66666667,0.345502808340386,-0.780638335390584,0.351439228890209,23.1719896333333,-0.948841633333334,-2071086.66666667,"Up"
"2000-02-04",25.277779,9243900,0.0846154244801333,0.0444177764973935,0.00125624623746859,5461186.66666667,0.437596685381711,0.345502808340386,-0.780638335390584,23.3581007666667,-0.033100633333337,-215756.666666667,"Up"
"2000-02-07",24.444445,3883500,-0.0340909355888423,0.0846154244801333,0.0444177764973935,5447383.33333333,-1.38030127462341,0.437596685381711,0.345502808340386,23.5062489333333,1.91967823333333,3782713.33333333,"Down"
"2000-02-08",25.444445,3761100,0.0393013091855609,-0.0340909355888423,0.0846154244801333,5424943.33333333,-0.0325436707346255,-1.38030127462341,0.437596685381711,23.7136564,0.938196066666666,-1563883.33333333,"Up"
"2000-02-09",24.361111,3141000,-0.044469810921185,0.0393013091855609,-0.0340909355888423,5375063.33333333,-0.197421203438395,-0.0325436707346255,-1.38030127462341,23.8645823,1.7307886,-1663843.33333333,"Down"
"2000-02-10",24.194445,2844000,-0.0068886060415934,-0.044469810921185,0.0393013091855609,5273433.33333333,-0.104430379746835,-0.197421203438395,-0.0325436707346255,23.9710638,0.496528699999999,-2234063.33333333,"Down"
"2000-02-11",23.861111,2262300,-0.0139697602513144,-0.0068886060415934,-0.044469810921185,5171420,-0.2571277018963,-0.104430379746835,-0.197421203438395,24.0368045333333,0.223381199999999,-2429433.33333333,"Down"
"2000-02-14",23.555555,2982300,-0.0129717172870689,-0.0139697602513144,-0.0068886060415934,5129690,0.241424403983503,-0.2571277018963,-0.104430379746835,24.0775452333333,-0.175693533333334,-2909120,"Down"
"2000-02-15",23.583334,2686600,0.00117790809391083,-0.0129717172870689,-0.0139697602513144,4571150,-0.110064765875084,0.241424403983503,-0.2571277018963,24.0081008333333,-0.521990233333337,-2147390,"Up"
"2000-02-16",24.444445,4536400,0.0352272673811985,0.00117790809391083,-0.0129717172870689,4338180,0.40776827440261,-0.110064765875084,0.241424403983503,23.9729156666667,-0.424766833333333,-1884550,"Up"
"2000-02-17",24.194445,3880300,-0.0103329503941917,0.0352272673811985,0.00117790809391083,4097140,-0.169084864572327,0.40776827440261,-0.110064765875084,23.9349527,0.471529333333333,198220,"Down"
"2000-02-18",24.944445,5533800,0.0300668144751266,-0.0103329503941917,0.0352272673811985,4082666.66666667,0.298800101196285,-0.169084864572327,0.40776827440261,23.9293971666667,0.259492300000002,-216840,"Up"
"2000-02-22",23.888889,3768900,-0.0441860649107626,0.0300668144751266,-0.0103329503941917,4017076.66666667,-0.468279869457932,0.298800101196285,-0.169084864572327,23.8627305,1.01504783333333,1451133.33333333,"Down"
"2000-02-23",23.888889,2394400,0,-0.0441860649107626,0.0300668144751266,3970410,-0.574047778149014,-0.468279869457932,0.298800101196285,23.8053231,0.0261584999999975,-248176.666666667,"Down"
"2000-02-24",23,4224700,-0.0386473478260869,0,-0.0441860649107626,3935910,0.43323786304353,-0.574047778149014,-0.468279869457932,23.7442119666667,0.0835658999999964,-1576010,"Down"
"2000-02-25",21.333334,5459400,-0.0781249663085948,-0.0386473478260869,0,3981670,0.226160383924973,0.43323786304353,-0.574047778149014,23.6488416,-0.744211966666668,288790,"Down"
"2000-02-28",22.972221,5048200,0.0713421222963161,-0.0781249663085948,-0.0386473478260869,4058363.33333333,-0.081454775959748,0.226160383924973,0.43323786304353,23.6293971333333,-2.3155076,1477730,"Up"
"2000-02-29",24.277779,5269000,0.053775841686342,0.0713421222963161,-0.0781249663085948,4086683.33333333,0.041905484911748,-0.081454775959748,0.226160383924973,23.6266194,-0.657176133333333,989836.666666667,"Up"
"2000-03-01",24.444445,4167900,0.00681815439049661,0.053775841686342,0.0713421222963161,4143940,-0.264185801002903,0.041905484911748,-0.081454775959748,23.6331009,0.6511596,1182316.66666667,"Up"
"2000-03-02",25.361111,6690600,0.036144552184642,0.00681815439049661,0.053775841686342,4173020,0.377051385525962,-0.264185801002903,0.041905484911748,23.6377305666667,0.811344100000003,23960,"Up"
"2000-03-03",26.888889,8698900,0.0568181898478586,0.036144552184642,0.00681815439049661,4307930,0.230868270700893,0.377051385525962,-0.264185801002903,23.7210639,1.72338043333333,2517580,"Up"
"2000-03-06",28.222221,6126300,0.0472440492900967,0.0568181898478586,0.036144552184642,4329330,-0.419927199125084,0.230868270700893,0.377051385525962,23.8611112666667,3.1678251,4390970,"Up"
"2000-03-07",26.083334,4412200,-0.082002055412088,0.0472440492900967,0.0568181898478586,4372720,-0.388491002221114,-0.419927199125084,0.230868270700893,23.9657409,4.36110973333333,1796970,"Down"
"2000-03-08",27.083334,2242800,0.0369230760142012,-0.082002055412088,0.0472440492900967,4331060,-0.967273051542714,-0.388491002221114,-0.419927199125084,24.0759260666667,2.1175931,39480,"Up"
"2000-03-09",28.444445,3364800,0.0478515576591493,0.0369230760142012,-0.082002055412088,4358936.66666667,0.333452211126961,-0.967273051542714,-0.388491002221114,24.2564816,3.00740793333333,-2088260,"Up"
"2000-03-10",27.722221,2562300,-0.026052169485266,0.0478515576591493,0.0369230760142012,4372056.66666667,-0.313195176208875,0.333452211126961,-0.967273051542714,24.4231482666667,4.1879634,-994136.666666667,"Down"
"2000-03-13",27.305555,2558800,-0.015259385864891,-0.026052169485266,0.0478515576591493,4344470,-0.00136782866968892,-0.313195176208875,0.333452211126961,24.5925927333333,3.29907273333333,-1809756.66666667,"Down"
"2000-03-14",27.861111,2651800,0.019940195493281,-0.015259385864891,-0.026052169485266,4301880,0.0350705181386228,-0.00136782866968892,-0.313195176208875,24.8138890666667,2.71296226666666,-1785670,"Up"
"2000-03-15",29.388889,4147800,0.0519848844915505,0.019940195493281,-0.015259385864891,4238180,0.360673127923236,0.0350705181386228,-0.00136782866968892,25.0574075666667,3.04722193333333,-1650080,"Up"
"2000-03-16",33.111111,11468800,0.112416101048376,0.0519848844915505,0.019940195493281,4507053.33333333,0.638340541294643,0.360673127923236,0.0350705181386228,25.4240742333333,4.33148143333333,-90380,"Up"
"2000-03-17",33.111111,8404300,0,0.112416101048376,0.0519848844915505,4613903.33333333,-0.364634770296158,0.638340541294643,0.360673127923236,25.7564816333333,7.68703676666667,6961746.66666667,"Down"
"2000-03-20",31.5,4148100,-0.051146380952381,0,0.112416101048376,4444043.33333333,-1.02606012391215,-0.364634770296158,0.638340541294643,25.963889,7.35462936666666,3790396.66666667,"Down"
"2000-03-21",32.666668,4474500,0.0357143250728847,-0.051146380952381,0,4463743.33333333,0.0729466979550788,-1.02606012391215,-0.364634770296158,26.2379631,5.536111,-295943.333333333,"Up"
"2000-03-22",34,4105800,0.0392156470588235,0.0357143250728847,-0.051146380952381,4475233.33333333,-0.0897997954113693,0.0729466979550788,-1.02606012391215,26.5231482666667,6.4287049,10756.666666667,"Up"
"2000-03-23",35.888889,5965300,0.0526315818803976,0.0392156470588235,0.0357143250728847,4569376.66666667,0.311719444118485,-0.0897997954113693,0.0729466979550788,26.9074075333333,7.47685173333333,-369433.333333333,"Up"
"2000-03-24",34.638889,4240000,-0.0360866077431063,0.0526315818803976,0.0392156470588235,4615910,-0.406910377358491,0.311719444118485,-0.0897997954113693,27.2555556666667,8.98148146666666,1395923.33333333,"Down"
"2000-03-27",33.611111,2608800,-0.0305785191093504,-0.0360866077431063,0.0526315818803976,4627460,-0.625268322600429,-0.406910377358491,0.311719444118485,27.5805556666667,7.38333333333333,-375910,"Down"
"2000-03-28",36.444443,7509100,0.0777438689349704,-0.0305785191093504,-0.0360866077431063,4778353.33333333,0.652581534404922,-0.625268322600429,-0.406910377358491,28.0101852666667,6.03055533333333,-2018660,"Up"
"2000-03-29",36.888889,4623000,0.0120482349034692,0.0777438689349704,-0.0305785191093504,4842900,-0.624291585550508,0.652581534404922,-0.625268322600429,28.4537037666667,8.43425773333333,2730746.66666667,"Up"
"2000-03-30",37.305557,8207200,0.0111690598802747,0.0120482349034692,0.0777438689349704,4965260,0.436714104688566,-0.624291585550508,0.652581534404922,28.8824075,8.43518523333333,-219900,"Up"
"2000-03-31",38.222221,4466400,0.0239824891389749,0.0111690598802747,0.0120482349034692,4984796.66666667,-0.837542539853126,0.436714104688566,-0.624291585550508,29.3500000333333,8.4231495,3241940,"Up"
"2000-04-03",36.861111,5044000,-0.0369253655973635,0.0239824891389749,0.0111690598802747,4968470,0.114512291831879,-0.837542539853126,0.436714104688566,29.7472222333333,8.87222096666666,-518396.666666667,"Down"
"2000-04-04",34.444443,7074400,-0.0701613319745075,-0.0369253655973635,0.0239824891389749,5078653.33333333,0.28700667194391,0.114512291831879,-0.837542539853126,30.0990740333333,7.11388876666667,75530,"Down"
"2000-04-05",34.527779,3257200,0.00241359283491715,-0.0701613319745075,-0.0369253655973635,5107413.33333333,-1.17192680830161,0.28700667194391,0.114512291831879,30.4537037,4.34536896666667,1995746.66666667,"Up"
"2000-04-06",35.583332,3628800,0.0296642540389415,0.00241359283491715,-0.0701613319745075,5087550,0.102402998236332,-1.17192680830161,0.28700667194391,30.8731481,4.0740753,-1850213.33333333,"Up"
"2000-04-07",36.333332,3689500,0.0206422025923744,0.0296642540389415,0.00241359283491715,5028553.33333333,0.0164520937796449,0.102402998236332,-1.17192680830161,31.3731480333333,4.7101839,-1458750,"Up"
"2000-04-10",35.861111,1843300,-0.0131680527131465,0.0206422025923744,0.0296642540389415,4921723.33333333,-1.00157326533934,0.0164520937796449,0.102402998236332,31.8027777,4.96018396666667,-1339053.33333333,"Down"
"2000-04-11",35.361111,1703700,-0.01413982722432,-0.0131680527131465,0.0206422025923744,4802880,-0.0819393085637143,-1.00157326533934,0.0164520937796449,32.1722221,4.0583333,-3078423.33333333,"Down"
"2000-04-12",36.777779,5196300,0.0385196724359022,-0.01413982722432,-0.0131680527131465,4837160,0.672132093989954,-0.0819393085637143,-1.00157326533934,32.5833332333333,3.18888889999999,-3099180,"Up"
"2000-04-13",37.638889,4391700,0.0228781991944554,0.0385196724359022,-0.01413982722432,4760530,-0.183209235603525,0.672132093989954,-0.0819393085637143,32.9925925,4.19444576666667,359140,"Up"
"2000-04-14",31.166666,7889500,-0.207664913532939,0.0228781991944554,0.0385196724359022,4733550,0.443348754673934,-0.183209235603525,0.672132093989954,33.1351850666667,4.6462965,-368830,"Down"
"2000-04-17",32.388889,7408000,0.0377358729408718,-0.207664913532939,0.0228781991944554,4776273.33333333,-0.0649973002159827,0.443348754673934,-0.183209235603525,33.274074,-1.96851906666667,3155950,"Up"
"2000-04-18",35.444443,4533300,0.0862068561777089,0.0377358729408718,-0.207664913532939,4780310,-0.634129662718108,-0.0649973002159827,0.443348754673934,33.5861109666667,-0.885185,2631726.66666667,"Up"
"2000-04-19",34.555557,2174400,-0.0257233879922699,0.0862068561777089,0.0377358729408718,4778030,-1.08485099337748,-0.634129662718108,-0.0649973002159827,33.8351850666667,1.85833203333333,-247010,"Down"
"2000-04-20",35.416668,1504800,0.0243137214376011,-0.0257233879922699,0.0862068561777089,4716030,-0.444976076555024,-1.08485099337748,-0.634129662718108,34.0675925,0.720371933333332,-2603630,"Up"
"2000-04-24",34.944443,3694900,-0.01351359356336,0.0243137214376011,-0.0257233879922699,4753783.33333333,0.592735933313486,-0.444976076555024,-1.08485099337748,34.3083332333333,1.3490755,-3211230,"Down"
"2000-04-25",35.222221,1877800,0.00788644191404051,-0.01351359356336,0.0243137214376011,4731083.33333333,-0.967674938758121,0.592735933313486,-0.444976076555024,34.5722221,0.636109766666664,-1058883.33333333,"Up"
"2000-04-26",37.055557,4747900,0.04947533240426,0.00788644191404051,-0.01351359356336,4800953.33333333,0.604498831062154,-0.967674938758121,0.592735933313486,34.8787036333333,0.6499989,-2853283.33333333,"Up"
"2000-04-27",37.138889,5107000,0.0022437935609759,0.04947533240426,0.00788644191404051,4832926.66666667,0.0703152535735265,0.604498831062154,-0.967674938758121,35.1370369666667,2.17685336666667,-53053.333333333,"Up"
"2000-04-28",35.888889,2923300,-0.0348297212543972,0.0022437935609759,0.04947533240426,4548076.66666667,-0.746998255396299,0.0703152535735265,0.604498831062154,35.2296295666667,2.00185203333334,274073.333333333,"Down"
"2000-05-01",37.75,3741900,0.0493009536423841,-0.0348297212543972,0.0022437935609759,4392663.33333333,0.218765867607365,-0.746998255396299,0.0703152535735265,35.3842592,0.659259433333332,-1624776.66666667,"Up"
"2000-05-02",36.805557,2824200,-0.0256603371061603,0.0493009536423841,-0.0348297212543972,4348533.33333333,-0.324941576375611,0.218765867607365,-0.746998255396299,35.5611111,2.3657408,-650763.333333333,"Down"
"2000-05-03",35.777779,4038900,-0.0287267133043669,-0.0256603371061603,0.0493009536423841,4334013.33333333,0.300750204263537,-0.324941576375611,0.218765867607365,35.6648148,1.2444459,-1524333.33333333,"Down"
"2000-05-04",33.777779,4726900,-0.0592105241733034,-0.0287267133043669,-0.0256603371061603,4354716.66666667,0.145549937591233,0.300750204263537,-0.324941576375611,35.6574074333333,0.1129642,-295113.333333333,"Down"
"2000-05-05",32.75,3867700,-0.0313825648854963,-0.0592105241733034,-0.0287267133043669,4284796.66666667,-0.22214752953952,0.145549937591233,0.300750204263537,35.5527778,-1.87962843333333,372183.333333333,"Down"
"2000-05-08",31.25,4014000,-0.048,-0.0313825648854963,-0.0592105241733034,4277263.33333333,0.0364474339810663,-0.22214752953952,0.145549937591233,35.4398148333333,-2.80277779999999,-417096.666666667,"Down"
"2000-05-09",29.972221,5757000,-0.0426321092454243,-0.048,-0.0313825648854963,4382203.33333333,0.302761855132882,0.0364474339810663,-0.22214752953952,35.3185185,-4.18981483333334,-263263.333333333,"Down"
"2000-05-10",30.833334,4210600,0.0279279885853408,-0.0426321092454243,-0.048,4272253.33333333,-0.367263572887474,0.302761855132882,0.0364474339810663,35.1314815333333,-5.3462975,1374796.66666667,"Up"
"2000-05-11",32.666668,2734800,0.0561224670970422,0.0279279885853408,-0.0426321092454243,4209313.33333333,-0.539637267807518,-0.367263572887474,0.302761855132882,34.9907408333333,-4.29814753333333,-61653.333333333,"Up"
"2000-05-12",31.75,1575000,-0.0288714330708662,0.0561224670970422,0.0279279885853408,3988240,-0.736380952380952,-0.539637267807518,-0.367263572887474,34.8055556,-2.32407283333333,-1474513.33333333,"Down"
"2000-05-15",33.138889,1364400,0.0419111515778335,-0.0288714330708662,0.0561224670970422,3884840,-0.154353562005277,-0.736380952380952,-0.539637267807518,34.6361112,-3.05555560000001,-2413240,"Up"
"2000-05-16",34.694443,3725500,0.044835825725751,0.0419111515778335,-0.0288714330708662,3840890,0.633767279559791,-0.154353562005277,-0.736380952380952,34.5638889333333,-1.4972222,-2520440,"Up"
"2000-05-17",33.361111,2008000,-0.0399666545877324,0.044835825725751,0.0419111515778335,3672010,-0.855328685258964,0.633767279559791,-0.154353562005277,34.5277778666667,0.130554066666662,-115390,"Down"
"2000-05-18",34.222221,1865800,0.0251623060934589,-0.0399666545877324,0.044835825725751,3625630,-0.0762139564797942,-0.855328685258964,0.633767279559791,34.5175926,-1.16666686666667,-1664010,"Up"
"2000-05-19",32.916668,2091600,-0.0396623680136761,0.0251623060934589,-0.0399666545877324,3574390,0.107955632052018,-0.0762139564797942,-0.855328685258964,34.4287038,-0.29537160000001,-1759830,"Down"
"2000-05-22",32.055557,1729800,-0.0268630802453378,-0.0396623680136761,0.0251623060934589,3509066.66666667,-0.209157127991675,0.107955632052018,-0.0762139564797942,34.2861113,-1.5120358,-1482790,"Down"
"2000-05-23",32.444443,1522000,0.0119862128623999,-0.0268630802453378,-0.0396623680136761,3498356.66666667,-0.136530880420499,-0.209157127991675,0.107955632052018,34.1722223666667,-2.2305543,-1779266.66666667,"Up"
"2000-05-24",29.777779,6198400,-0.0895521455780836,0.0119862128623999,-0.0268630802453378,3648180,0.754452762003098,-0.136530880420499,-0.209157127991675,33.9861113,-1.72777936666667,-1976356.66666667,"Down"
"2000-05-25",31.083334,3943900,0.0420017685361552,-0.0895521455780836,0.0119862128623999,3606433.33333333,-0.571642283019346,0.754452762003098,-0.136530880420499,33.7962964666667,-4.2083323,2550220,"Up"
