"","STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS","DATA"
"23807","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-24",NA,39,33,37,2017-03-24
"23808","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-25",NA,43,34,39,2017-03-25
"23809","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-26",NA,40,31,35,2017-03-26
"23810","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-27",NA,54,32,41,2017-03-27
"23811","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-28",NA,62,31,56,2017-03-28
"23812","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-29",NA,56,34,45,2017-03-29
"23813","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-30",NA,51,35,45,2017-03-30
"23814","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-03-31",NA,50,25,48,2017-03-31
"23815","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-01",NA,62,31,47,2017-04-01
"23816","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-02",NA,47,34,43,2017-04-02
"23817","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-03",NA,55,43,51,2017-04-03
"23818","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-04",NA,56,39,54,2017-04-04
"23819","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-05",NA,54,29,42,2017-04-05
"23820","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-06",NA,48,30,46,2017-04-06
"23821","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-07",NA,58,24,56,2017-04-07
"23822","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-08",NA,69,41,65,2017-04-08
"23823","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-09",NA,65,45,57,2017-04-09
"23824","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-10",NA,57,34,42,2017-04-10
"23825","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-11",NA,48,30,46,2017-04-11
"23826","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-12",NA,50,33,42,2017-04-12
"23827","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-13",NA,46,38,43,2017-04-13
"23828","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-14",NA,59,43,57,2017-04-14
"23829","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-15",NA,61,50,57,2017-04-15
"23830","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-16",NA,63,43,60,2017-04-16
"23831","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-17",NA,60,35,54,2017-04-17
"23832","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-18",NA,57,38,48,2017-04-18
"23833","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-19",NA,50,38,42,2017-04-19
"23834","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-20",NA,51,36,47,2017-04-20
"23835","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-21",NA,62,36,58,2017-04-21
"23836","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-22",NA,67,40,62,2017-04-22
"23837","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-23",NA,62,44,50,2017-04-23
"23838","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-24",NA,66,34,60,2017-04-24
"23839","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-25",NA,60,45,58,2017-04-25
"23840","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-26",NA,58,32,37,2017-04-26
"23841","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-27",NA,37,29,31,2017-04-27
"23842","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-28",NA,51,30,50,2017-04-28
"23843","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-29",NA,55,33,52,2017-04-29
"23844","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-04-30",NA,52,38,39,2017-04-30
"23845","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-01",NA,39,31,36,2017-05-01
"23846","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-02",NA,62,35,58,2017-05-02
"23847","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-03",NA,64,36,47,2017-05-03
"23848","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-04",NA,68,41,66,2017-05-04
"23849","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-05",NA,79,41,77,2017-05-05
"23850","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-06",NA,77,43,56,2017-05-06
"23851","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-07",NA,65,48,63,2017-05-07
"23852","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-08",NA,68,45,54,2017-05-08
"23853","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-09",NA,69,48,65,2017-05-09
"23854","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-10",NA,70,52,67,2017-05-10
"23855","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-11",NA,67,41,55,2017-05-11
"23856","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-12",NA,78,43,73,2017-05-12
"23857","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-13",NA,78,51,76,2017-05-13
"23858","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-14",NA,81,50,76,2017-05-14
"23859","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-15",NA,78,50,59,2017-05-15
"23860","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-16",NA,79,51,73,2017-05-16
"23861","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-17",NA,73,57,60,2017-05-17
"23862","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-18",NA,60,43,54,2017-05-18
"23863","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-19",NA,56,39,51,2017-05-19
"23864","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-20",NA,51,38,43,2017-05-20
"23865","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-21",NA,46,41,44,2017-05-21
"23866","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-22",NA,60,39,54,2017-05-22
"23867","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-23",NA,59,44,55,2017-05-23
"23868","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-24",NA,58,45,56,2017-05-24
"23869","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-25",NA,65,46,63,2017-05-25
"23870","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-26",NA,75,56,70,2017-05-26
"23871","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-27",NA,71,50,68,2017-05-27
"23872","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-28",NA,69,52,64,2017-05-28
"23873","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-29",NA,65,50,53,2017-05-29
"23874","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-30",NA,55,48,53,2017-05-30
"23875","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-05-31",NA,73,47,69,2017-05-31
"23876","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-01",NA,77,47,70,2017-06-01
"23877","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-02",NA,85,55,83,2017-06-02
"23878","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-03",NA,87,64,84,2017-06-03
"23879","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-04",NA,85,56,81,2017-06-04
"23880","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-05",NA,81,57,76,2017-06-05
"23881","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-06",NA,80,51,76,2017-06-06
"23882","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-07",NA,85,62,76,2017-06-07
"23883","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-08",NA,81,60,77,2017-06-08
"23884","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-09",NA,81,59,79,2017-06-09
"23885","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-10",NA,88,73,83,2017-06-10
"23886","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-11",NA,84,57,63,2017-06-11
"23887","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-12",NA,78,60,74,2017-06-12
"23888","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-13",NA,80,54,75,2017-06-13
"23889","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-14",NA,80,62,76,2017-06-14
"23890","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-15",NA,81,62,79,2017-06-15
"23891","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-16",NA,82,62,71,2017-06-16
"23892","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-17",NA,83,55,63,2017-06-17
"23893","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-18",NA,69,56,66,2017-06-18
"23894","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-19",NA,71,53,62,2017-06-19
"23895","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-20",NA,73,56,69,2017-06-20
"23896","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-21",NA,79,50,76,2017-06-21
"23897","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-22",NA,76,58,67,2017-06-22
"23898","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-23",NA,67,55,63,2017-06-23
"23899","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-24",NA,63,50,56,2017-06-24
"23900","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-25",NA,66,50,63,2017-06-25
"23901","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-26",NA,71,45,68,2017-06-26
"23902","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-27",NA,72,50,69,2017-06-27
"23903","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-28",NA,74,60,72,2017-06-28
"23904","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-29",NA,75,61,73,2017-06-29
"23905","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-06-30",NA,77,57,72,2017-06-30
"23906","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-01",NA,73,55,71,2017-07-01
"23907","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-02",NA,77,58,74,2017-07-02
"23908","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-03",NA,78,57,75,2017-07-03
"23909","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-04",NA,83,65,82,2017-07-04
"23910","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-05",NA,82,67,73,2017-07-05
"23911","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-06",NA,89,69,85,2017-07-06
"23912","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-07",NA,85,62,74,2017-07-07
"23913","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-08",NA,81,52,70,2017-07-08
"23914","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-09",NA,79,63,76,2017-07-09
"23915","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-10",NA,83,62,80,2017-07-10
"23916","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-11",NA,81,62,79,2017-07-11
"23917","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-12",NA,79,63,69,2017-07-12
"23918","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-13",NA,69,53,61,2017-07-13
"23919","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-14",NA,72,58,63,2017-07-14
"23920","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-15",NA,86,57,76,2017-07-15
"23921","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-16",NA,80,60,78,2017-07-16
"23922","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-17",NA,89,59,78,2017-07-17
"23923","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-18",NA,78,68,73,2017-07-18
"23924","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-19",NA,74,52,71,2017-07-19
"23925","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-20",NA,85,62,78,2017-07-20
"23926","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-21",NA,81,64,78,2017-07-21
"23927","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-22",NA,86,66,81,2017-07-22
"23928","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-23",NA,81,60,72,2017-07-23
"23929","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-24",NA,75,56,73,2017-07-24
"23930","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-25",NA,82,66,79,2017-07-25
"23931","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-26",NA,82,68,78,2017-07-26
"23932","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-27",NA,82,62,79,2017-07-27
"23933","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-28",NA,82,62,79,2017-07-28
"23934","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-29",NA,81,64,79,2017-07-29
"23935","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-30",NA,80,62,77,2017-07-30
"23936","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-07-31",NA,83,63,78,2017-07-31
"23937","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-01",NA,84,66,80,2017-08-01
"23938","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-02",NA,80,61,70,2017-08-02
"23939","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-03",NA,70,50,58,2017-08-03
"23940","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-04",NA,75,49,71,2017-08-04
"23941","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-05",NA,77,48,66,2017-08-05
"23942","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-06",NA,72,56,65,2017-08-06
"23943","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-07",NA,79,56,74,2017-08-07
"23944","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-08",NA,81,58,72,2017-08-08
"23945","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-09",NA,72,62,66,2017-08-09
"23946","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-10",NA,74,57,68,2017-08-10
"23947","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-11",NA,77,56,73,2017-08-11
"23948","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-12",NA,77,56,74,2017-08-12
"23949","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-13",NA,74,58,62,2017-08-13
"23950","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-14",NA,72,60,70,2017-08-14
"23951","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-15",NA,74,56,70,2017-08-15
"23952","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-16",NA,70,61,66,2017-08-16
"23953","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-17",NA,73,61,69,2017-08-17
"23954","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-18",NA,76,54,65,2017-08-18
"23955","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-19",NA,79,51,65,2017-08-19
"23956","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-20",NA,78,60,69,2017-08-20
"23957","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-21",NA,77,58,64,2017-08-21
"23958","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-22",NA,72,53,69,2017-08-22
"23959","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-23",NA,75,51,71,2017-08-23
"23960","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-24",NA,71,52,66,2017-08-24
"23961","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-25",NA,67,57,65,2017-08-25
"23962","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-26",NA,70,60,67,2017-08-26
"23963","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-27",NA,70,59,64,2017-08-27
"23964","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-28",NA,77,56,72,2017-08-28
"23965","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-29",NA,79,60,73,2017-08-29
"23966","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-30",NA,80,60,76,2017-08-30
"23967","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-08-31",NA,77,50,65,2017-08-31
"23968","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-01",NA,67,54,66,2017-09-01
"23969","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-02",NA,78,63,69,2017-09-02
"23970","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-03",NA,81,59,77,2017-09-03
"23971","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-04",NA,77,53,57,2017-09-04
"23972","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-05",NA,63,48,60,2017-09-05
"23973","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-06",NA,65,46,61,2017-09-06
"23974","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-07",NA,76,48,69,2017-09-07
"23975","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-08",NA,69,56,58,2017-09-08
"23976","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-09",NA,70,48,69,2017-09-09
"23977","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-10",NA,74,61,71,2017-09-10
"23978","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-11",NA,82,61,79,2017-09-11
"23979","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-12",NA,82,58,77,2017-09-12
"23980","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-13",NA,81,64,77,2017-09-13
"23981","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-14",NA,84,65,81,2017-09-14
"23982","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-15",NA,81,61,69,2017-09-15
"23983","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-16",NA,72,60,69,2017-09-16
"23984","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-17",NA,69,46,59,2017-09-17
"23985","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-18",NA,59,50,55,2017-09-18
"23986","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-19",NA,74,53,72,2017-09-19
"23987","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-20",NA,72,59,65,2017-09-20
"23988","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-21",NA,78,50,75,2017-09-21
"23989","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-22",NA,86,70,83,2017-09-22
"23990","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-23",NA,85,65,79,2017-09-23
"23991","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-24",NA,82,62,68,2017-09-24
"23992","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-25",NA,68,50,58,2017-09-25
"23993","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-26",NA,59,52,55,2017-09-26
"23994","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-27",NA,65,42,58,2017-09-27
"23995","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-28",NA,70,50,64,2017-09-28
"23996","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-29",NA,64,41,56,2017-09-29
"23997","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-09-30",NA,65,40,62,2017-09-30
"23998","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-01",NA,62,50,58,2017-10-01
"23999","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-02",NA,61,52,57,2017-10-02
"24000","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-03",NA,61,53,56,2017-10-03
"24001","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-04",NA,58,40,53,2017-10-04
"24002","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-05",NA,59,45,56,2017-10-05
"24003","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-06",NA,57,42,53,2017-10-06
"24004","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-07",NA,69,49,67,2017-10-07
"24005","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-08",NA,67,51,56,2017-10-08
"24006","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-09",NA,56,41,47,2017-10-09
"24007","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-10",NA,53,28,47,2017-10-10
"24008","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-11",NA,57,34,53,2017-10-11
"24009","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-12",NA,63,50,57,2017-10-12
"24010","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-13",NA,59,44,50,2017-10-13
"24011","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-14",NA,55,39,43,2017-10-14
"24012","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-15",NA,49,37,45,2017-10-15
"24013","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-16",NA,65,35,58,2017-10-16
"24014","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-17",NA,72,42,65,2017-10-17
"24015","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-18",NA,65,54,54,2017-10-18
"24016","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-19",NA,70,42,65,2017-10-19
"24017","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-20",NA,74,56,70,2017-10-20
"24018","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-21",NA,70,52,52,2017-10-21
"24019","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-22",NA,63,43,57,2017-10-22
"24020","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-23",NA,57,43,51,2017-10-23
"24021","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-24",NA,57,33,41,2017-10-24
"24022","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-25",NA,56,39,51,2017-10-25
"24023","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-26",NA,51,34,34,2017-10-26
"24024","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-27",NA,34,29,30,2017-10-27
"24025","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-28",NA,38,27,33,2017-10-28
"24026","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-29",NA,44,30,41,2017-10-29
"24027","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-30",NA,41,32,35,2017-10-30
"24028","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-10-31",NA,35,25,29,2017-10-31
"24029","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-01",NA,34,23,30,2017-11-01
"24030","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-02",NA,36,30,33,2017-11-02
"24031","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-03",NA,33,23,27,2017-11-03
"24032","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-04",NA,34,27,34,2017-11-04
"24033","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-05",NA,37,25,25,2017-11-05
"24034","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-06",NA,31,18,25,2017-11-06
"24035","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-07",NA,31,17,26,2017-11-07
"24036","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-08",NA,35,23,29,2017-11-08
"24037","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-09",NA,29,13,18,2017-11-09
"24038","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-10",NA,22,5,15,2017-11-10
"24039","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-11",NA,40,15,28,2017-11-11
"24040","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-12",NA,36,25,28,2017-11-12
"24041","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-13",NA,41,21,36,2017-11-13
"24042","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-14",NA,43,35,40,2017-11-14
"24043","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-15",NA,41,25,25,2017-11-15
"24044","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-16",NA,29,22,29,2017-11-16
"24045","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-17",NA,39,29,35,2017-11-17
"24046","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-18",NA,35,20,20,2017-11-18
"24047","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-19",NA,40,14,31,2017-11-19
"24048","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-20",NA,39,21,30,2017-11-20
"24049","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-21",NA,35,16,20,2017-11-21
"24050","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-22",NA,25,6,18,2017-11-22
"24051","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-23",NA,42,16,39,2017-11-23
"24052","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-24",NA,55,36,44,2017-11-24
"24053","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-25",NA,44,25,33,2017-11-25
"24054","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-26",NA,45,21,38,2017-11-26
"24055","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","2017-11-27",NA,57,24,52,2017-11-27
