"","STATION","NAME","DATE","TAVG","TMAX","TMIN","TOBS","DATA"
"7612","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-23",NA,69,44,59,1972-09-23
"7613","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-24",NA,65,56,56,1972-09-24
"7614","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-25",NA,56,39,43,1972-09-25
"7615","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-26",NA,49,39,47,1972-09-26
"7616","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-27",NA,59,35,58,1972-09-27
"7617","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-28",NA,60,44,48,1972-09-28
"7618","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-29",NA,48,34,42,1972-09-29
"7619","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-09-30",NA,63,29,52,1972-09-30
"7620","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-01",NA,74,47,66,1972-10-01
"7621","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-02",NA,66,46,62,1972-10-02
"7622","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-03",NA,70,54,66,1972-10-03
"7623","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-04",NA,75,43,66,1972-10-04
"7624","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-05",NA,66,44,52,1972-10-05
"7625","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-06",NA,54,37,50,1972-10-06
"7626","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-07",NA,71,36,57,1972-10-07
"7627","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-08",NA,57,42,47,1972-10-08
"7628","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-09",NA,54,32,54,1972-10-09
"7629","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-10",NA,65,47,62,1972-10-10
"7630","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-11",NA,62,43,44,1972-10-11
"7631","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-12",NA,50,33,47,1972-10-12
"7632","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-13",NA,65,39,58,1972-10-13
"7633","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-14",NA,58,35,42,1972-10-14
"7634","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-15",NA,43,31,40,1972-10-15
"7635","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-16",NA,53,35,36,1972-10-16
"7636","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-17",NA,36,19,30,1972-10-17
"7637","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-18",NA,33,15,29,1972-10-18
"7638","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-19",NA,40,14,37,1972-10-19
"7639","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-20",NA,38,29,38,1972-10-20
"7640","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-21",NA,42,36,41,1972-10-21
"7641","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-22",NA,41,37,40,1972-10-22
"7642","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-23",NA,46,27,41,1972-10-23
"7643","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-24",NA,41,20,40,1972-10-24
"7644","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-25",NA,54,32,51,1972-10-25
"7645","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-26",NA,61,43,54,1972-10-26
"7646","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-27",NA,54,38,40,1972-10-27
"7647","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-28",NA,41,25,26,1972-10-28
"7648","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-29",NA,42,22,37,1972-10-29
"7649","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-30",NA,37,32,36,1972-10-30
"7650","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-10-31",NA,37,31,31,1972-10-31
"7651","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-01",NA,40,33,40,1972-11-01
"7652","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-02",NA,41,35,37,1972-11-02
"7653","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-03",NA,43,28,39,1972-11-03
"7654","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-04",NA,50,29,36,1972-11-04
"7655","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-05",NA,53,34,53,1972-11-05
"7656","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-06",NA,54,38,40,1972-11-06
"7657","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-07",NA,40,27,30,1972-11-07
"7658","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-08",NA,38,28,37,1972-11-08
"7659","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-09",NA,39,35,38,1972-11-09
"7660","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-10",NA,40,34,36,1972-11-10
"7661","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-11",NA,36,29,30,1972-11-11
"7662","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-12",NA,32,24,26,1972-11-12
"7663","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-13",NA,30,18,24,1972-11-13
"7664","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-14",NA,29,18,24,1972-11-14
"7665","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-15",NA,27,16,25,1972-11-15
"7666","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-16",NA,32,23,30,1972-11-16
"7667","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-17",NA,32,24,30,1972-11-17
"7668","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-18",NA,37,25,32,1972-11-18
"7669","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-19",NA,32,22,31,1972-11-19
"7670","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-20",NA,35,25,27,1972-11-20
"7671","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-21",NA,27,20,23,1972-11-21
"7672","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-22",NA,32,18,24,1972-11-22
"7673","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-23",NA,43,21,34,1972-11-23
"7674","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-24",NA,45,NA,NA,1972-11-24
"7675","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-26",NA,NA,22,24,1972-11-26
"7676","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-27",NA,26,16,17,1972-11-27
"7677","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-28",NA,23,9,19,1972-11-28
"7678","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-29",NA,38,7,31,1972-11-29
"7679","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-11-30",NA,31,18,19,1972-11-30
"7680","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-01",NA,24,13,16,1972-12-01
"7681","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-02",NA,16,2,3,1972-12-02
"7682","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-03",NA,3,-11,-8,1972-12-03
"7683","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-04",NA,-1,-10,-1,1972-12-04
"7684","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-05",NA,5,-8,-7,1972-12-05
"7685","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-06",NA,-7,-22,-17,1972-12-06
"7686","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-07",NA,1,-21,-3,1972-12-07
"7687","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-08",NA,6,-8,-6,1972-12-08
"7688","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-09",NA,0,-13,-3,1972-12-09
"7689","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-10",NA,2,-19,-5,1972-12-10
"7690","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-11",NA,16,-9,12,1972-12-11
"7691","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-12",NA,14,-1,1,1972-12-12
"7692","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-13",NA,14,-6,4,1972-12-13
"7693","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-14",NA,14,-15,6,1972-12-14
"7694","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-15",NA,9,-5,-1,1972-12-15
"7695","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-16",NA,8,NA,-4,1972-12-16
"7696","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-17",NA,24,-8,24,1972-12-17
"7697","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-18",NA,24,6,24,1972-12-18
"7698","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-19",NA,28,8,12,1972-12-19
"7699","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-20",NA,26,11,26,1972-12-20
"7700","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-21",NA,26,12,15,1972-12-21
"7701","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-22",NA,30,13,26,1972-12-22
"7702","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-23",NA,30,20,21,1972-12-23
"7703","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-24",NA,21,-7,15,1972-12-24
"7704","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-25",NA,26,8,9,1972-12-25
"7705","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-26",NA,28,-5,28,1972-12-26
"7706","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-27",NA,37,23,26,1972-12-27
"7707","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-28",NA,31,13,26,1972-12-28
"7708","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-29",NA,30,23,30,1972-12-29
"7709","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-30",NA,32,27,31,1972-12-30
"7710","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1972-12-31",NA,31,0,3,1972-12-31
"7711","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-01",NA,16,-7,16,1973-01-01
"7712","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-02",NA,34,4,30,1973-01-02
"7713","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-03",NA,31,7,9,1973-01-03
"7714","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-04",NA,9,-10,-9,1973-01-04
"7715","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-05",NA,-2,-18,-11,1973-01-05
"7716","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-06",NA,4,-24,-11,1973-01-06
"7717","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-07",NA,-2,-23,-5,1973-01-07
"7718","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-08",NA,0,-13,-7,1973-01-08
"7719","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-09",NA,0,-18,-5,1973-01-09
"7720","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-10",NA,10,-8,9,1973-01-10
"7721","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-11",NA,13,-3,8,1973-01-11
"7722","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-12",NA,19,1,14,1973-01-12
"7723","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-13",NA,35,12,25,1973-01-13
"7724","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-14",NA,39,19,36,1973-01-14
"7725","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-15",NA,36,31,32,1973-01-15
"7726","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-16",NA,43,31,35,1973-01-16
"7727","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-17",NA,37,27,36,1973-01-17
"7728","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-18",NA,38,20,21,1973-01-18
"7729","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-19",NA,21,10,12,1973-01-19
"7730","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-20",NA,22,3,21,1973-01-20
"7731","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-21",NA,27,19,27,1973-01-21
"7732","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-22",NA,30,23,24,1973-01-22
"7733","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-23",NA,26,7,21,1973-01-23
"7734","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-24",NA,45,16,38,1973-01-24
"7735","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-25",NA,51,27,35,1973-01-25
"7736","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-26",NA,36,17,28,1973-01-26
"7737","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-27",NA,32,23,24,1973-01-27
"7738","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-28",NA,24,4,9,1973-01-28
"7739","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-29",NA,26,-3,21,1973-01-29
"7740","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-30",NA,28,7,22,1973-01-30
"7741","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-01-31",NA,28,19,28,1973-01-31
"7742","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-01",NA,31,21,23,1973-02-01
"7743","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-02",NA,34,23,31,1973-02-02
"7744","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-03",NA,41,18,33,1973-02-03
"7745","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-04",NA,37,19,31,1973-02-04
"7746","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-05",NA,31,14,29,1973-02-05
"7747","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-06",NA,30,6,8,1973-02-06
"7748","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-07",NA,14,0,8,1973-02-07
"7749","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-08",NA,16,-3,12,1973-02-08
"7750","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-09",NA,16,5,9,1973-02-09
"7751","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-10",NA,19,-9,15,1973-02-10
"7752","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-11",NA,30,13,28,1973-02-11
"7753","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-12",NA,32,24,31,1973-02-12
"7754","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-13",NA,31,25,30,1973-02-13
"7755","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-14",NA,30,5,6,1973-02-14
"7756","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-15",NA,7,-7,0,1973-02-15
"7757","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-16",NA,7,-24,1,1973-02-16
"7758","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-17",NA,24,-5,23,1973-02-17
"7759","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-18",NA,30,21,30,1973-02-18
"7760","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-19",NA,33,17,19,1973-02-19
"7761","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-20",NA,34,1,29,1973-02-20
"7762","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-21",NA,29,-3,20,1973-02-21
"7763","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-22",NA,40,19,34,1973-02-22
"7764","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-23",NA,34,19,29,1973-02-23
"7765","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-24",NA,29,18,25,1973-02-24
"7766","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-25",NA,32,12,27,1973-02-25
"7767","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-26",NA,32,7,27,1973-02-26
"7768","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-27",NA,37,26,33,1973-02-27
"7769","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-02-28",NA,34,31,34,1973-02-28
"7770","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-01",NA,36,33,35,1973-03-01
"7771","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-02",NA,38,30,36,1973-03-02
"7772","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-03",NA,41,31,35,1973-03-03
"7773","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-04",NA,39,21,30,1973-03-04
"7774","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-05",NA,37,27,34,1973-03-05
"7775","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-06",NA,38,31,38,1973-03-06
"7776","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-07",NA,38,33,36,1973-03-07
"7777","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-08",NA,38,32,33,1973-03-08
"7778","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-09",NA,42,24,33,1973-03-09
"7779","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-10",NA,36,31,35,1973-03-10
"7780","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-11",NA,39,33,37,1973-03-11
"7781","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-12",NA,50,26,43,1973-03-12
"7782","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-13",NA,59,40,49,1973-03-13
"7783","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-14",NA,49,42,43,1973-03-14
"7784","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-15",NA,43,34,35,1973-03-15
"7785","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-16",NA,36,29,30,1973-03-16
"7786","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-17",NA,40,19,33,1973-03-17
"7787","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-18",NA,45,18,36,1973-03-18
"7788","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-19",NA,43,29,39,1973-03-19
"7789","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-20",NA,49,29,44,1973-03-20
"7790","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-21",NA,49,22,40,1973-03-21
"7791","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-22",NA,48,27,43,1973-03-22
"7792","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-23",NA,52,34,48,1973-03-23
"7793","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-24",NA,49,40,44,1973-03-24
"7794","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-25",NA,56,39,50,1973-03-25
"7795","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-26",NA,57,23,49,1973-03-26
"7796","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-27",NA,56,37,51,1973-03-27
"7797","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-28",NA,51,33,40,1973-03-28
"7798","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-29",NA,48,24,40,1973-03-29
"7799","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-30",NA,55,26,49,1973-03-30
"7800","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-03-31",NA,53,32,48,1973-03-31
"7801","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-01",NA,48,38,40,1973-04-01
"7802","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-02",NA,44,35,35,1973-04-02
"7803","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-03",NA,50,30,46,1973-04-03
"7804","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-04",NA,53,31,49,1973-04-04
"7805","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-05",NA,57,32,51,1973-04-05
"7806","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-06",NA,51,40,45,1973-04-06
"7807","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-07",NA,45,33,37,1973-04-07
"7808","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-08",NA,37,26,30,1973-04-08
"7809","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-09",NA,34,24,33,1973-04-09
"7810","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-10",NA,43,19,38,1973-04-10
"7811","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-11",NA,52,27,39,1973-04-11
"7812","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-12",NA,50,26,45,1973-04-12
"7813","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-13",NA,53,30,42,1973-04-13
"7814","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-14",NA,70,39,63,1973-04-14
"7815","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-15",NA,67,29,30,1973-04-15
"7816","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-16",NA,47,25,47,1973-04-16
"7817","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-17",NA,69,39,67,1973-04-17
"7818","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-18",NA,73,46,67,1973-04-18
"7819","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-19",NA,67,55,63,1973-04-19
"7820","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-20",NA,70,47,67,1973-04-20
"7821","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-21",NA,67,50,53,1973-04-21
"7822","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-22",NA,53,36,41,1973-04-22
"7823","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-23",NA,48,30,44,1973-04-23
"7824","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-24",NA,48,29,42,1973-04-24
"7825","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-25",NA,57,30,52,1973-04-25
"7826","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-26",NA,53,32,47,1973-04-26
"7827","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-27",NA,53,31,50,1973-04-27
"7828","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-28",NA,59,31,54,1973-04-28
"7829","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-29",NA,58,45,53,1973-04-29
"7830","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-04-30",NA,53,40,42,1973-04-30
"7831","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-01",NA,42,36,41,1973-05-01
"7832","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-02",NA,55,37,54,1973-05-02
"7833","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-03",NA,60,33,60,1973-05-03
"7834","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-04",NA,64,30,59,1973-05-04
"7835","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-05",NA,61,43,53,1973-05-05
"7836","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-06",NA,61,47,55,1973-05-06
"7837","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-07",NA,68,52,63,1973-05-07
"7838","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-08",NA,76,45,73,1973-05-08
"7839","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-09",NA,73,43,59,1973-05-09
"7840","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-10",NA,59,46,55,1973-05-10
"7841","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-11",NA,60,42,50,1973-05-11
"7842","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-12",NA,58,38,45,1973-05-12
"7843","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-13",NA,57,36,53,1973-05-13
"7844","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-14",NA,60,34,59,1973-05-14
"7845","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-15",NA,75,39,75,1973-05-15
"7846","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-16",NA,75,37,58,1973-05-16
"7847","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-17",NA,71,33,69,1973-05-17
"7848","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-18",NA,75,54,69,1973-05-18
"7849","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-19",NA,74,47,54,1973-05-19
"7850","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-20",NA,79,50,76,1973-05-20
"7851","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-21",NA,76,57,59,1973-05-21
"7852","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-22",NA,73,53,71,1973-05-22
"7853","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-23",NA,72,53,64,1973-05-23
"7854","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-24",NA,64,46,47,1973-05-24
"7855","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-25",NA,55,44,53,1973-05-25
"7856","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-26",NA,63,46,62,1973-05-26
"7857","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-27",NA,65,50,64,1973-05-27
"7858","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-28",NA,77,52,75,1973-05-28
"7859","USC00211691","COLLEGEVILLE ST. JOHN S, MN US","1973-05-29",NA,75,40,69,1973-05-29
