Entity["Person", "MichaelJMoncrief::j6y92"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MichaelJMcHale::3636w"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "MichaelHaines::8bbpp"]	Missing["NotAvailable"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MichaelDWhite::2t227"]	DateObject[{1917, 2, 6}, "Day", "Gregorian", -5.]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MichaelDanaRubin::p7cyg"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "MichaelBurgess::3z2x5"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MichaelABilandic::qn62w"]	DateObject[{2002, 1, 15}, "Day", "Gregorian", -5.]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MelissaBean::vcw9j"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MehdiKarroubi::gjfj3"]	Missing["Alive"]	{Entity["Country", "Iran"]}
Entity["Person", "MazieHirono::3v8s9"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MaYing-jeou::c67fx"]	Missing["Alive"]	{Entity["Country", "Taiwan"]}
Entity["Person", "MattSalmon::tpmw8"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MatthiasWissmann::36r9t"]	Missing["Alive"]	{Entity["Country", "Germany"]}
Entity["Person", "MatthewRinaldo::3y528"]	DateObject[{2008, 10, 13}, "Day", "Gregorian", -5.]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MarshallJones::55b42"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "MarkJMeissner::737hh"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "MarkGreenberg::k7j6d"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "MargaretStock::56d53"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "ManmohanSingh::46v79"]	Missing["Alive"]	{Entity["Country", "India"]}
Entity["Person", "MaggieHassan::fb6dx"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "MackySall::y9d66"]	Missing["Alive"]	{Entity["Country", "Senegal"]}
Entity["Person", "LiuZhijun::8v2pz"]	Missing["NotAvailable"]	{Entity["Country", "China"]}
Entity["Person", "LiangGuanglie::rm82k"]	Missing["NotAvailable"]	{Entity["Country", "China"]}
Entity["Person", "LewisRKatz::8356g"]	DateObject[{2014, 5, 31}, "Day", "Gregorian", -5.]	{Entity["Country", "UnitedStates"]}
Entity["Person", "LeslieDavis::k8ydk"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "LeopoldSenghor::bb549"]	DateObject[{2001, 12, 20}, "Day", "Gregorian", -5.]	{Entity["Country", "Senegal"]}
Entity["Person", "LeopoldoLopez::vxzr7"]	Missing["NotAvailable"]	{Entity["Country", "Venezuela"]}
Entity["Person", "LeeTerry::5h7rn"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "LeeRichardson::fms84"]	Missing["NotAvailable"]	{Entity["Country", "Canada"]}
Entity["Person", "LechWalesa::k8kjm"]	Missing["Alive"]	{Entity["Country", "Poland"]}
Entity["Person", "LawrenceCannon::gt2vs"]	Missing["Alive"]	{Entity["Country", "Canada"]}
Entity["Person", "LaurentKabila::7mjhj"]	DateObject[{2001, 1, 18}, "Day", "Gregorian", -5.]	{Entity["Country", "DemocraticRepublicCongo"]}
Entity["Person", "LacyClay::9265d"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KwameRaoul::x2fkj"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KwameKilpatrick::srd4f"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KlausVonDohnanyi::5w77s"]	Missing["Alive"]	{Entity["Country", "Germany"]}
Entity["Person", "KirillReznik::49y76"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KingJuanCarlos::tv326"]	Missing["Alive"]	{Entity["Country", "Spain"]}
Entity["Person", "KevinPowell::2d548"]	Missing["NotAvailable"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KevinBHarris::6598t"]	Missing["NotAvailable"]	Missing["NotAvailable"]
Entity["Person", "KennethArnold::6256g"]	Missing["NotAvailable"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KenCalvert::647mc"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KeithEllison::7876q"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KeithBrand::93d77"]	Missing["NotAvailable"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KayHagan::9vp4c"]	Missing["NotAvailable"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KayGranger::sn7yr"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KathyDahlkemper::pk3d7"]	Missing["NotAvailable"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KathyCastor::y2cd2"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
Entity["Person", "KarenHandel::339d2"]	Missing["Alive"]	{Entity["Country", "UnitedStates"]}
